date	close	volume	open	high	low
2016-01-25	0.183	0	0.183	0.183	0.183
2016-01-22	0.183	8340	0.183	0.183	0.183
2016-01-21	0.1956	0	0.1956	0.1956	0.1956
2016-01-20	0.1956	0	0.1956	0.1956	0.1956
2016-01-19	0.1956	0	0.1956	0.1956	0.1956
2016-01-15	0.1956	0	0.1956	0.1956	0.1956
2016-01-14	0.1956	1714	0.177	0.1956	0.177
2016-01-13	0.1884	0	0.1884	0.1884	0.1884
2016-01-12	0.1884	0	0.1884	0.1884	0.1884
2016-01-11	0.1884	33	0.1884	0.1884	0.1884
2016-01-08	0.2568	0	0.2568	0.2568	0.2568
2016-01-07	0.2568	0	0.2568	0.2568	0.2568
2016-01-06	0.2568	0	0.2568	0.2568	0.2568
2016-01-05	0.2568	0	0.2568	0.2568	0.2568
2016-01-04	0.2568	0	0.2568	0.2568	0.2568
2015-12-31	0.2568	11667	0.2568	0.2568	0.2568
2015-12-30	0.1902	8342	0.1902	0.1902	0.1902
2015-12-29	0.246	0	0.246	0.246	0.246
2015-12-28	0.246	0	0.246	0.246	0.246
2015-12-24	0.246	0	0.246	0.246	0.246
2015-12-23	0.246	0	0.246	0.246	0.246
2015-12-22	0.246	0	0.246	0.246	0.246
2015-12-21	0.246	0	0.246	0.246	0.246
2015-12-18	0.246	35001	0.246	0.246	0.246
2015-12-17	0.2688	0	0.2688	0.2688	0.2688
2015-12-16	0.2688	38001	0.246	0.2688	0.246
2015-12-15	0.246	10500	0.246	0.246	0.246
2015-12-14	0.264	0	0.264	0.264	0.264
2015-12-11	0.264	0	0.264	0.264	0.264
2015-12-10	0.264	16667	0.264	0.264	0.264
2015-12-09	0.216	0	0.216	0.216	0.216
2015-12-08	0.216	66776	0.264	0.264	0.216
2015-12-07	0.264	8350	0.264	0.264	0.264
2015-12-04	0.2814	0	0.2814	0.2814	0.2814
2015-12-03	0.2814	0	0.2814	0.2814	0.2814
2015-12-02	0.2814	0	0.2814	0.2814	0.2814
2015-12-01	0.2814	0	0.2814	0.2814	0.2814
2015-11-30	0.2814	0	0.2814	0.2814	0.2814
2015-11-27	0.2814	0	0.2814	0.2814	0.2814
2015-11-25	0.2814	0	0.2814	0.2814	0.2814
2015-11-24	0.2814	0	0.2814	0.2814	0.2814
2015-11-23	0.2814	833	0.2814	0.2814	0.2814
2015-11-20	0.252	0	0.252	0.252	0.252
2015-11-19	0.252	0	0.252	0.252	0.252
2015-11-18	0.252	0	0.252	0.252	0.252
2015-11-17	0.252	0	0.252	0.252	0.252
2015-11-16	0.252	0	0.252	0.252	0.252
2015-11-13	0.252	0	0.252	0.252	0.252
2015-11-12	0.252	0	0.252	0.252	0.252
2015-11-11	0.252	0	0.252	0.252	0.252
2015-11-10	0.252	0	0.252	0.252	0.252
2015-11-09	0.252	62618	0.252	0.252	0.249
2015-11-06	0.252	2000	0.252	0.252	0.252
2015-11-05	0.2394	500	0.2394	0.2394	0.2394
2015-11-04	0.2574	667	0.2574	0.2574	0.2574
2015-11-03	0.264	0	0.264	0.264	0.264
2015-11-02	0.264	52168	0.2592	0.264	0.2592
2015-10-30	0.2994	0	0.2994	0.2994	0.2994
2015-10-29	0.2994	7500	0.2994	0.2994	0.2994
2015-10-28	0.2994	7500	0.291	0.2994	0.291
2015-10-27	0.3006	0	0.3006	0.3006	0.3006
2015-10-26	0.3006	0	0.3006	0.3006	0.3006
2015-10-23	0.3006	0	0.3006	0.3006	0.3006
2015-10-22	0.3006	0	0.3006	0.3006	0.3006
2015-10-21	0.3006	0	0.3006	0.3006	0.3006
2015-10-20	0.3006	0	0.3006	0.3006	0.3006
2015-10-19	0.3006	0	0.3006	0.3006	0.3006
2015-10-16	0.3006	0	0.3006	0.3006	0.3006
2015-10-15	0.3006	0	0.3006	0.3006	0.3006
2015-10-14	0.3006	0	0.3006	0.3006	0.3006
2015-10-13	0.3006	0	0.3006	0.3006	0.3006
2015-10-12	0.3006	0	0.3006	0.3006	0.3006
2015-10-09	0.3006	0	0.3006	0.3006	0.3006
2015-10-08	0.3006	0	0.3006	0.3006	0.3006
2015-10-07	0.3006	0	0.3006	0.3006	0.3006
2015-10-06	0.3006	0	0.3006	0.3006	0.3006
2015-10-05	0.3006	0	0.3006	0.3006	0.3006
2015-10-02	0.3006	0	0.3006	0.3006	0.3006
2015-10-01	0.3006	0	0.3006	0.3006	0.3006
2015-09-30	0.3006	0	0.3006	0.3006	0.3006
2015-09-29	0.3006	0	0.3006	0.3006	0.3006
2015-09-28	0.3006	8334	0.3006	0.3006	0.3006
2015-09-25	0.2694	0	0.2694	0.2694	0.2694
2015-09-24	0.2694	0	0.2694	0.2694	0.2694
2015-09-23	0.2694	0	0.2694	0.2694	0.2694
2015-09-22	0.2694	0	0.2694	0.2694	0.2694
2015-09-21	0.2694	0	0.2694	0.2694	0.2694
2015-09-18	0.2694	50	0.2694	0.2694	0.2694
2015-09-17	0.198	0	0.198	0.198	0.198
2015-09-16	0.198	0	0.198	0.198	0.198
2015-09-15	0.198	0	0.198	0.198	0.198
2015-09-14	0.198	0	0.198	0.198	0.198
2015-09-11	0.198	0	0.198	0.198	0.198
2015-09-10	0.198	0	0.198	0.198	0.198
2015-09-09	0.198	0	0.198	0.198	0.198
2015-09-08	0.198	0	0.198	0.198	0.198
2015-09-04	0.198	0	0.198	0.198	0.198
2015-09-03	0.198	0	0.198	0.198	0.198
2015-09-02	0.198	5000	0.198	0.198	0.198
2015-09-01	0.186	0	0.186	0.186	0.186
2015-08-31	0.186	0	0.186	0.186	0.186
2015-08-28	0.186	0	0.186	0.186	0.186
2015-08-27	0.186	0	0.186	0.186	0.186
2015-08-26	0.186	0	0.186	0.186	0.186
2015-08-25	0.186	0	0.186	0.186	0.186
2015-08-24	0.186	0	0.186	0.186	0.186
2015-08-21	0.186	0	0.186	0.186	0.186
2015-08-20	0.186	0	0.186	0.186	0.186
2015-08-19	0.186	0	0.186	0.186	0.186
2015-08-18	0.186	0	0.186	0.186	0.186
2015-08-17	0.186	0	0.186	0.186	0.186
2015-08-14	0.186	0	0.186	0.186	0.186
2015-08-13	0.186	5000	0.186	0.186	0.186
2015-08-12	0.192	0	0.192	0.192	0.192
2015-08-11	0.192	0	0.192	0.192	0.192
2015-08-10	0.192	0	0.192	0.192	0.192
2015-08-07	0.192	0	0.192	0.192	0.192
2015-08-06	0.192	0	0.192	0.192	0.192
2015-08-05	0.192	0	0.192	0.192	0.192
2015-08-04	0.192	0	0.192	0.192	0.192
2015-08-03	0.192	0	0.192	0.192	0.192
2015-07-31	0.192	0	0.192	0.192	0.192
2015-07-30	0.192	0	0.192	0.192	0.192
2015-07-29	0.192	0	0.192	0.192	0.192
2015-07-28	0.192	333	0.192	0.192	0.192
2015-07-27	0.27	0	0.27	0.27	0.27
2015-07-24	0.27	0	0.27	0.27	0.27
2015-07-23	0.27	0	0.27	0.27	0.27
2015-07-22	0.27	0	0.27	0.27	0.27
2015-07-21	0.27	0	0.27	0.27	0.27
2015-07-20	0.27	9000	0.24	0.27	0.24
2015-07-17	0.276	0	0.276	0.276	0.276
2015-07-16	0.276	0	0.276	0.276	0.276
2015-07-15	0.276	0	0.276	0.276	0.276
2015-07-14	0.276	0	0.276	0.276	0.276
2015-07-13	0.276	0	0.276	0.276	0.276
2015-07-10	0.276	0	0.276	0.276	0.276
2015-07-09	0.276	0	0.276	0.276	0.276
2015-07-08	0.276	0	0.276	0.276	0.276
2015-07-07	0.276	0	0.276	0.276	0.276
2015-07-06	0.276	0	0.276	0.276	0.276
2015-07-02	0.276	0	0.276	0.276	0.276
2015-07-01	0.276	0	0.276	0.276	0.276
2015-06-30	0.276	18334	0.276	0.33	0.222
2015-06-29	0.264	0	0.264	0.264	0.264
2015-06-26	0.264	4000	0.297	0.297	0.264
2015-06-25	0.324	0	0.324	0.324	0.324
2015-06-24	0.324	0	0.324	0.324	0.324
2015-06-23	0.324	0	0.324	0.324	0.324
2015-06-22	0.324	0	0.324	0.324	0.324
2015-06-19	0.324	0	0.324	0.324	0.324
2015-06-18	0.324	0	0.324	0.324	0.324
2015-06-17	0.324	0	0.324	0.324	0.324
2015-06-16	0.324	1833	0.324	0.324	0.324
2015-06-15	0.324	61335	0.3264	0.3264	0.312
2015-06-12	0.372	0	0.372	0.372	0.372
2015-06-11	0.372	0	0.372	0.372	0.372
2015-06-10	0.372	0	0.372	0.372	0.372
2015-06-09	0.372	0	0.372	0.372	0.372
2015-06-08	0.372	30167	0.3738	0.3738	0.372
2015-06-05	0.3738	0	0.3738	0.3738	0.3738
2015-06-04	0.3738	0	0.3738	0.3738	0.3738
2015-06-03	0.3738	3200	0.3738	0.3738	0.3738
2015-06-02	0.39	0	0.39	0.39	0.39
2015-06-01	0.39	0	0.39	0.39	0.39
2015-05-29	0.39	0	0.39	0.39	0.39
2015-05-28	0.39	3849	0.39	0.39	0.39
2015-05-27	0.3624	0	0.3624	0.3624	0.3624
2015-05-26	0.3624	0	0.3624	0.3624	0.3624
2015-05-22	0.3624	0	0.3624	0.3624	0.3624
2015-05-21	0.3624	0	0.3624	0.3624	0.3624
2015-05-20	0.3624	1667	0.3624	0.3624	0.3624
2015-05-19	0.4806	0	0.4806	0.4806	0.4806
2015-05-18	0.4806	0	0.4806	0.4806	0.4806
2015-05-15	0.4806	0	0.4806	0.4806	0.4806
2015-05-14	0.4806	0	0.4806	0.4806	0.4806
2015-05-13	0.4806	0	0.4806	0.4806	0.4806
2015-05-12	0.4806	7000	0.4806	0.4806	0.4806
2015-05-11	0.4536	0	0.4536	0.4536	0.4536
2015-05-08	0.4536	0	0.4536	0.4536	0.4536
2015-05-07	0.4536	0	0.4536	0.4536	0.4536
2015-05-06	0.4536	5833	0.324	0.4536	0.324
2015-05-05	0.312	0	0.312	0.312	0.312
2015-05-04	0.312	0	0.312	0.312	0.312
2015-05-01	0.312	0	0.312	0.312	0.312
2015-04-30	0.312	3333	0.312	0.312	0.312
2015-04-29	0.2952	17	0.2952	0.2952	0.2952
2015-04-28	0.276	0	0.276	0.276	0.276
2015-04-27	0.276	0	0.276	0.276	0.276
2015-04-24	0.276	0	0.276	0.276	0.276
2015-04-23	0.276	0	0.276	0.276	0.276
2015-04-22	0.276	0	0.276	0.276	0.276
2015-04-21	0.276	0	0.276	0.276	0.276
2015-04-20	0.276	150	0.276	0.276	0.276
2015-04-17	0.2814	0	0.2814	0.2814	0.2814
2015-04-16	0.2814	0	0.2814	0.2814	0.2814
2015-04-15	0.2814	0	0.2814	0.2814	0.2814
2015-04-14	0.2814	0	0.2814	0.2814	0.2814
2015-04-13	0.2814	0	0.2814	0.2814	0.2814
2015-04-10	0.2814	0	0.2814	0.2814	0.2814
2015-04-09	0.2814	14767	0.2814	0.2814	0.2814
2015-04-08	0.33	0	0.33	0.33	0.33
2015-04-07	0.33	7500	0.3	0.33	0.3
2015-04-06	0.2334	0	0.2334	0.2334	0.2334
2015-04-02	0.2334	0	0.2334	0.2334	0.2334
2015-04-01	0.2334	0	0.2334	0.2334	0.2334
2015-03-31	0.2334	0	0.2334	0.2334	0.2334
2015-03-30	0.2334	0	0.2334	0.2334	0.2334
2015-03-27	0.2334	0	0.2334	0.2334	0.2334
2015-03-26	0.2334	0	0.2334	0.2334	0.2334
2015-03-25	0.2334	0	0.2334	0.2334	0.2334
2015-03-24	0.2334	0	0.2334	0.2334	0.2334
2015-03-23	0.2334	33	0.2334	0.2334	0.2334
2015-03-20	0.2466	0	0.2466	0.2466	0.2466
2015-03-19	0.2466	0	0.2466	0.2466	0.2466
2015-03-18	0.2466	0	0.2466	0.2466	0.2466
2015-03-17	0.2466	0	0.2466	0.2466	0.2466
2015-03-16	0.2466	1217	0.2394	0.2466	0.2394
2015-03-13	0.246	0	0.246	0.246	0.246
2015-03-12	0.246	0	0.246	0.246	0.246
2015-03-11	0.246	6167	0.246	0.246	0.246
2015-03-10	0.246	35126	0.246	0.246	0.246
2015-03-09	0.246	25001	0.246	0.246	0.246
2015-03-06	0.234	0	0.234	0.234	0.234
2015-03-05	0.234	50	0.234	0.234	0.234
2015-03-04	0.192	26667	0.192	0.192	0.192
2015-03-03	0.2136	0	0.2136	0.2136	0.2136
2015-03-02	0.2136	0	0.2136	0.2136	0.2136
2015-02-27	0.2136	0	0.2136	0.2136	0.2136
2015-02-26	0.2136	0	0.2136	0.2136	0.2136
2015-02-25	0.2136	370	0.2136	0.2136	0.2136
2015-02-24	0.2034	0	0.2034	0.2034	0.2034
2015-02-23	0.2034	0	0.2034	0.2034	0.2034
2015-02-20	0.2034	0	0.2034	0.2034	0.2034
2015-02-19	0.2034	0	0.2034	0.2034	0.2034
2015-02-18	0.2034	0	0.2034	0.2034	0.2034
2015-02-17	0.2034	0	0.2034	0.2034	0.2034
2015-02-13	0.2034	0	0.2034	0.2034	0.2034
2015-02-12	0.2034	0	0.2034	0.2034	0.2034
2015-02-11	0.2034	0	0.2034	0.2034	0.2034
2015-02-10	0.2034	2667	0.21	0.21	0.2034
2015-02-09	0.2454	0	0.2454	0.2454	0.2454
2015-02-06	0.2454	0	0.2454	0.2454	0.2454
2015-02-05	0.2454	0	0.2454	0.2454	0.2454
2015-02-04	0.2454	7000	0.2454	0.2454	0.2454
2015-02-03	0.2418	0	0.2418	0.2418	0.2418
2015-02-02	0.2418	0	0.2418	0.2418	0.2418
2015-01-30	0.2418	0	0.2418	0.2418	0.2418
2015-01-29	0.2418	0	0.2418	0.2418	0.2418
2015-01-28	0.2418	0	0.2418	0.2418	0.2418
2015-01-27	0.2418	0	0.2418	0.2418	0.2418
2015-01-26	0.2418	0	0.2418	0.2418	0.2418
2015-01-23	0.2418	9667	0.2418	0.2418	0.2418
2015-01-22	0.2256	0	0.2256	0.2256	0.2256
2015-01-21	0.2256	0	0.2256	0.2256	0.2256
2015-01-20	0.2256	27501	0.2118	0.2256	0.2118
2015-01-16	0.2256	0	0.2256	0.2256	0.2256
2015-01-15	0.2256	1667	0.2256	0.2256	0.2256
2015-01-14	0.24	0	0.24	0.24	0.24
2015-01-13	0.24	8334	0.24	0.24	0.24
2015-01-12	0.21	0	0.21	0.21	0.21
2015-01-09	0.21	0	0.21	0.21	0.21
2015-01-08	0.21	0	0.21	0.21	0.21
2015-01-07	0.21	0	0.21	0.21	0.21
2015-01-06	0.21	0	0.21	0.21	0.21
2015-01-05	0.21	22967	0.21	0.21	0.21
2015-01-02	0.21	0	0.21	0.21	0.21
2014-12-31	0.21	2033	0.21	0.21	0.21
2014-12-30	0.21	0	0.21	0.21	0.21
2014-12-29	0.21	22967	0.21	0.21	0.21
2014-12-26	0.21	0	0.21	0.21	0.21
2014-12-24	0.21	2033	0.21	0.21	0.21
2014-12-23	0.15	0	0.15	0.15	0.15
2014-12-22	0.15	0	0.15	0.15	0.15
2014-12-19	0.15	0	0.15	0.15	0.15
2014-12-18	0.15	0	0.15	0.15	0.15
2014-12-17	0.15	0	0.15	0.15	0.15
2014-12-16	0.15	0	0.15	0.15	0.15
2014-12-15	0.15	18	0.15	0.15	0.15
2014-12-12	0.186	1400	0.186	0.186	0.186
2014-12-11	0.18	0	0.18	0.18	0.18
2014-12-10	0.18	0	0.18	0.18	0.18
2014-12-09	0.18	0	0.18	0.18	0.18
2014-12-08	0.18	0	0.18	0.18	0.18
2014-12-05	0.18	683	0.1914	0.1914	0.18
2014-12-04	0.246	31667	0.246	0.246	0.246
2014-12-03	0.2772	833	0.2772	0.2772	0.2772
2014-12-02	0.2652	0	0.2652	0.2652	0.2652
2014-12-01	0.2652	0	0.2652	0.2652	0.2652
2014-11-28	0.2652	0	0.2652	0.2652	0.2652
2014-11-26	0.2652	0	0.2652	0.2652	0.2652
2014-11-25	0.2652	0	0.2652	0.2652	0.2652
2014-11-24	0.2652	0	0.2652	0.2652	0.2652
2014-11-21	0.2652	0	0.2652	0.2652	0.2652
2014-11-20	0.2652	0	0.2652	0.2652	0.2652
2014-11-19	0.2652	35001	0.252	0.2652	0.252
2014-11-18	0.18	0	0.18	0.18	0.18
2014-11-17	0.18	0	0.18	0.18	0.18
2014-11-14	0.1818	0	0.1818	0.1818	0.1818
2014-11-13	0.1818	258	0.1818	0.1818	0.1818
2014-11-12	0.21	0	0.21	0.21	0.21
2014-11-11	0.21	0	0.21	0.21	0.21
2014-11-10	0.21	0	0.21	0.21	0.21
2014-11-07	0.21	0	0.21	0.21	0.21
2014-11-06	0.21	0	0.21	0.21	0.21
2014-11-05	0.21	4178	0.21	0.21	0.21
2014-11-04	0.216	0	0.216	0.216	0.216
2014-11-03	0.216	12867	0.234	0.234	0.21
2014-10-31	0.228	0	0.228	0.228	0.228
2014-10-30	0.228	0	0.228	0.228	0.228
2014-10-29	0.228	6167	0.2118	0.228	0.2118
2014-10-28	0.2106	167	0.2106	0.2106	0.2106
2014-10-27	0.246	0	0.246	0.246	0.246
2014-10-24	0.246	0	0.246	0.246	0.246
2014-10-23	0.246	9334	0.246	0.246	0.246
2014-10-22	0.2358	0	0.2358	0.2358	0.2358
2014-10-21	0.2358	0	0.2358	0.2358	0.2358
2014-10-20	0.2358	0	0.2358	0.2358	0.2358
2014-10-17	0.2358	0	0.2358	0.2358	0.2358
2014-10-16	0.2358	10000	0.2358	0.2358	0.2358
2014-10-15	0.2364	0	0.2364	0.2364	0.2364
2014-10-14	0.2364	0	0.2364	0.2364	0.2364
2014-10-13	0.2364	0	0.2364	0.2364	0.2364
2014-10-10	0.2364	0	0.2364	0.2364	0.2364
2014-10-09	0.2364	0	0.2364	0.2364	0.2364
2014-10-08	0.2364	0	0.2364	0.2364	0.2364
2014-10-07	0.2364	0	0.2364	0.2364	0.2364
2014-10-06	0.2364	0	0.2364	0.2364	0.2364
2014-10-03	0.2364	16667	0.2364	0.2364	0.2364
2014-10-02	0.246	0	0.246	0.246	0.246
2014-10-01	0.246	0	0.246	0.246	0.246
2014-09-30	0.246	0	0.246	0.246	0.246
2014-09-29	0.246	20667	0.258	0.258	0.246
2014-09-26	0.2664	0	0.2664	0.2664	0.2664
2014-09-25	0.2664	1676	0.2664	0.2664	0.2664
2014-09-24	0.3066	0	0.3066	0.3066	0.3066
2014-09-23	0.3066	0	0.3066	0.3066	0.3066
2014-09-22	0.3066	0	0.3066	0.3066	0.3066
2014-09-19	0.3066	0	0.3066	0.3066	0.3066
2014-09-18	0.3066	0	0.3066	0.3066	0.3066
2014-09-17	0.3066	0	0.3066	0.3066	0.3066
2014-09-16	0.3066	0	0.3066	0.3066	0.3066
2014-09-15	0.3066	0	0.3066	0.3066	0.3066
2014-09-12	0.3066	34	0.3066	0.3066	0.3066
2014-09-11	0.3894	0	0.3894	0.3894	0.3894
2014-09-10	0.3894	0	0.3894	0.3894	0.3894
2014-09-09	0.3894	0	0.3894	0.3894	0.3894
2014-09-08	0.3894	0	0.3894	0.3894	0.3894
2014-09-05	0.3894	0	0.3894	0.3894	0.3894
2014-09-04	0.3894	0	0.3894	0.3894	0.3894
2014-09-03	0.3894	0	0.3894	0.3894	0.3894
2014-09-02	0.3894	0	0.3894	0.3894	0.3894
2014-08-29	0.3894	417	0.3894	0.3894	0.3894
2014-08-28	0.318	7000	0.318	0.318	0.318
2014-08-27	0.354	9667	0.372	0.372	0.354
2014-08-26	0.3672	0	0.3672	0.3672	0.3672
2014-08-25	0.3672	78502	0.36	0.3672	0.36
2014-08-22	0.318	15334	0.3	0.318	0.2988
2014-08-21	0.36	0	0.36	0.36	0.36
2014-08-20	0.36	0	0.36	0.36	0.36
2014-08-19	0.36	0	0.36	0.36	0.36
2014-08-18	0.36	0	0.36	0.36	0.36
2014-08-15	0.36	0	0.36	0.36	0.36
2014-08-14	0.36	0	0.36	0.36	0.36
2014-08-13	0.36	833	0.36	0.36	0.36
2014-08-12	0.3	22000	0.3258	0.3258	0.2988
2014-08-11	0.2994	0	0.2994	0.2994	0.2994
2014-08-08	0.2994	0	0.2994	0.2994	0.2994
2014-08-07	0.2994	0	0.2994	0.2994	0.2994
2014-08-06	0.2994	0	0.2994	0.2994	0.2994
2014-08-05	0.2994	0	0.2994	0.2994	0.2994
2014-08-04	0.2994	144	0.2994	0.2994	0.2994
2014-08-01	0.3606	0	0.3606	0.3606	0.3606
2014-07-31	0.3606	0	0.3606	0.3606	0.3606
2014-07-30	0.3606	0	0.3606	0.3606	0.3606
2014-07-29	0.3606	1667	0.3606	0.3606	0.3606
2014-07-28	0.3606	0	0.3606	0.3606	0.3606
2014-07-25	0.3606	0	0.3606	0.3606	0.3606
2014-07-24	0.3606	0	0.3606	0.3606	0.3606
2014-07-23	0.3606	0	0.3606	0.3606	0.3606
2014-07-22	0.3606	2500	0.3612	0.3612	0.3606
2014-07-21	0.4338	83	0.4338	0.4338	0.4338
2014-07-18	0.4614	0	0.4614	0.4614	0.4614
2014-07-17	0.4614	83	0.4614	0.4614	0.4614
2014-07-16	0.3894	0	0.3894	0.3894	0.3894
2014-07-15	0.3894	833	0.3894	0.3894	0.3894
2014-07-14	0.378	0	0.378	0.378	0.378
2014-07-11	0.378	0	0.378	0.378	0.378
2014-07-10	0.378	0	0.378	0.378	0.378
2014-07-09	0.378	2833	0.378	0.378	0.378
2014-07-08	0.3942	0	0.3942	0.3942	0.3942
2014-07-07	0.3942	0	0.3942	0.3942	0.3942
2014-07-03	0.3942	0	0.3942	0.3942	0.3942
2014-07-02	0.3942	0	0.3942	0.3942	0.3942
2014-07-01	0.3942	0	0.3942	0.3942	0.3942
2014-06-30	0.3942	0	0.3942	0.3942	0.3942
2014-06-27	0.3942	0	0.3942	0.3942	0.3942
2014-06-26	0.3942	0	0.3942	0.3942	0.3942
2014-06-25	0.3942	5667	0.3942	0.3942	0.3942
2014-06-24	0.3048	0	0.3048	0.3048	0.3048
2014-06-23	0.3048	6167	0.3936	0.3936	0.3048
2014-06-20	0.4212	2500	0.4212	0.4212	0.4212
2014-06-19	0.318	0	0.318	0.318	0.318
2014-06-18	0.318	0	0.318	0.318	0.318
2014-06-17	0.318	4000	0.318	0.318	0.318
2014-06-16	0.2736	1050	0.3	0.3	0.2736
2014-06-13	0.3126	0	0.3126	0.3126	0.3126
2014-06-12	0.3126	33	0.3126	0.3126	0.3126
2014-06-11	0.3174	0	0.3174	0.3174	0.3174
2014-06-10	0.3174	0	0.3174	0.3174	0.3174
2014-06-09	0.3174	0	0.3174	0.3174	0.3174
2014-06-06	0.3174	0	0.3174	0.3174	0.3174
2014-06-05	0.3174	0	0.3174	0.3174	0.3174
2014-06-04	0.3174	0	0.3174	0.3174	0.3174
2014-06-03	0.3174	0	0.3174	0.3174	0.3174
2014-06-02	0.3174	23	0.3174	0.3174	0.3174
2014-05-30	0.312	0	0.312	0.312	0.312
2014-05-29	0.312	0	0.312	0.312	0.312
2014-05-28	0.312	2667	0.312	0.312	0.312
2014-05-27	0.273	0	0.273	0.273	0.273
2014-05-23	0.273	0	0.273	0.273	0.273
2014-05-22	0.273	0	0.273	0.273	0.273
2014-05-21	0.273	0	0.273	0.273	0.273
2014-05-20	0.273	0	0.273	0.273	0.273
2014-05-19	0.273	0	0.273	0.273	0.273
2014-05-16	0.273	0	0.273	0.273	0.273
2014-05-15	0.273	0	0.273	0.273	0.273
2014-05-14	0.273	0	0.273	0.273	0.273
2014-05-13	0.273	0	0.273	0.273	0.273
2014-05-12	0.273	58	0.273	0.273	0.273
2014-05-09	0.318	0	0.318	0.318	0.318
2014-05-08	0.318	0	0.318	0.318	0.318
2014-05-07	0.318	0	0.318	0.318	0.318
2014-05-06	0.318	0	0.318	0.318	0.318
2014-05-05	0.318	0	0.318	0.318	0.318
2014-05-02	0.318	0	0.318	0.318	0.318
2014-05-01	0.318	1000	0.318	0.318	0.318
2014-04-30	0.3564	0	0.3564	0.3564	0.3564
2014-04-29	0.3564	0	0.3564	0.3564	0.3564
2014-04-28	0.3564	0	0.3564	0.3564	0.3564
2014-04-25	0.3564	833	0.3564	0.3564	0.3564
2014-04-24	0.3	0	0.3	0.3	0.3
2014-04-23	0.3	0	0.3	0.3	0.3
2014-04-22	0.3	417	0.3	0.3	0.3
2014-04-21	0.339	25001	0.339	0.339	0.339
2014-04-17	0.4146	0	0.4146	0.4146	0.4146
2014-04-16	0.4146	0	0.4146	0.4146	0.4146
2014-04-15	0.4146	0	0.4146	0.4146	0.4146
2014-04-14	0.4146	0	0.4146	0.4146	0.4146
2014-04-11	0.4146	0	0.4146	0.4146	0.4146
2014-04-10	0.4146	50834	0.4146	0.4152	0.4146
2014-04-09	0.4146	417	0.4146	0.4146	0.4146
2014-04-08	0.411	0	0.411	0.411	0.411
2014-04-07	0.411	1667	0.411	0.411	0.411
2014-04-04	0.3894	0	0.3894	0.3894	0.3894
2014-04-03	0.3894	0	0.3894	0.3894	0.3894
2014-04-02	0.3894	0	0.3894	0.3894	0.3894
2014-04-01	0.3894	0	0.3894	0.3894	0.3894
2014-03-31	0.3894	0	0.3894	0.3894	0.3894
2014-03-28	0.3894	0	0.3894	0.3894	0.3894
2014-03-27	0.3894	0	0.3894	0.3894	0.3894
2014-03-26	0.3894	0	0.3894	0.3894	0.3894
2014-03-25	0.3894	0	0.3894	0.3894	0.3894
2014-03-24	0.3894	4667	0.3894	0.39	0.3894
2014-03-21	0.4194	0	0.4194	0.4194	0.4194
2014-03-20	0.4194	18667	0.4194	0.4302	0.3882
2014-03-19	0.3498	0	0.3498	0.3498	0.3498
2014-03-18	0.3498	15000	0.3498	0.3498	0.3498
2014-03-17	0.4368	167	0.4368	0.4368	0.4368
2014-03-14	0.4362	25583	0.36	0.4362	0.3486
2014-03-13	0.42	0	0.42	0.42	0.42
2014-03-12	0.42	2333	0.42	0.42	0.42
2014-03-11	0.456	0	0.456	0.456	0.456
2014-03-10	0.456	0	0.456	0.456	0.456
2014-03-07	0.456	0	0.456	0.456	0.456
2014-03-06	0.456	667	0.456	0.456	0.3918
2014-03-05	0.3762	0	0.3762	0.3762	0.3762
2014-03-04	0.3762	0	0.3762	0.3762	0.3762
2014-03-03	0.3762	0	0.3762	0.3762	0.3762
2014-02-28	0.3762	0	0.3762	0.3762	0.3762
2014-02-27	0.3762	0	0.3762	0.3762	0.3762
2014-02-26	0.3762	0	0.3762	0.3762	0.3762
2014-02-25	0.3762	0	0.3762	0.3762	0.3762
2014-02-24	0.3762	25	0.3762	0.3762	0.3762
2014-02-21	0.48	0	0.48	0.48	0.48
2014-02-20	0.48	0	0.48	0.48	0.48
2014-02-19	0.48	0	0.48	0.48	0.48
2014-02-18	0.48	0	0.48	0.48	0.48
2014-02-14	0.48	0	0.48	0.48	0.48
2014-02-13	0.48	0	0.48	0.48	0.48
2014-02-12	0.48	0	0.48	0.48	0.48
2014-02-11	0.48	0	0.48	0.48	0.48
2014-02-10	0.48	0	0.48	0.48	0.48
2014-02-07	0.48	0	0.48	0.48	0.48
2014-02-06	0.48	1667	0.48	0.48	0.48
2014-02-05	0.48	1667	0.48	0.48	0.48
2014-02-04	0.4296	0	0.4296	0.4296	0.4296
2014-02-03	0.4296	0	0.4296	0.4296	0.4296
2014-01-31	0.4296	0	0.4296	0.4296	0.4296
2014-01-30	0.4296	0	0.4296	0.4296	0.4296
2014-01-29	0.4296	0	0.4296	0.4296	0.4296
2014-01-28	0.4296	0	0.4296	0.4296	0.4296
2014-01-27	0.4296	0	0.4296	0.4296	0.4296
2014-01-24	0.4296	4500	0.4296	0.4296	0.4296
2014-01-23	0.4284	1667	0.4284	0.4284	0.4284
2014-01-22	0.444	0	0.444	0.444	0.444
2014-01-21	0.444	0	0.444	0.444	0.444
2014-01-17	0.444	0	0.444	0.444	0.444
2014-01-16	0.444	0	0.444	0.444	0.444
2014-01-15	0.444	0	0.444	0.444	0.444
2014-01-14	0.444	0	0.444	0.444	0.444
2014-01-13	0.444	583	0.444	0.444	0.444
2014-01-10	0.4632	0	0.4632	0.4632	0.4632
